"Termin";"Temperatur-Mittel";"Min.Temp. 5cm";"Max. Temp.";"Min. Temp.";"Niederschlag";"Niederschl. Ind";"Gesamtschnee";"Luftdruck";"Luftfeuchte";"Dampfdruck";"Luftdruck red";"Sonnenschein";"Bewoelkung";"Wind-Mittel";"Maximum Windspitze";"Qualitaet";"Klimaeinschaetzung";"Schneefallgrenze";"Grosswetterlage"
"27.04.2011";"10,4";"4,9";"14,8";"6,1";"1,1";"4";"0";"953,0";"81,0";"10,10";"1014,7";"2,8";"5,0";"2,0";"11,0";"10";"ausgeprägt frühlingshaft";"1616";"NEZ"
"28.04.2011";"12,0";"3,2";"19,1";"4,3";"0,0";"4";"0";"950,6";"69,0";"9,30";"1011,8";"9,1";"3,3";"2,5";"10,5";"10";"frühlingshaft";"1684";"HNFZ"
"29.04.2011";"14,9";"6,6";"21,7";"8,6";"0,0";"0";"0";"946,9";"52,0";"8,30";"1007,3";"9,5";"4,6";"4,0";"12,8";"10";"sommerlich";"";"HNFZ"
"30.04.2011";"13,7";"5,9";"21,6";"7,1";"0,1";"4";"0";"944,7";"60,0";"9,00";"1005,2";"10,1";"2,3";"3,1";"11,0";"10";"sommerlich";"1799";"HNFZ"
"01.05.2011";"11,4";"5,3";"16,7";"7,1";"4,1";"4";"";"946,6";"76,0";"10,20";"1007,7";"3,9";"5,2";"2,4";"9,2";"10";"ausgeprägt frühlingshaft";"1712";"HNFZ"
"02.05.2011";"12,6";"5,9";"19,7";"7,0";"6,1";"4";"";"944,9";"72,0";"10,10";"1005,6";"8,8";"5,0";"2,4";"9,1";"10";"sommerlich";"1849";"HNFZ"
"03.05.2011";"7,4";"2,6";"11,4";"3,5";"1,4";"4";"";"949,4";"77,0";"8,00";"1011,6";"2,6";"6,8";"3,7";"9,7";"10";"andeutungsweise frühlingshaft";"1076";"HNFZ"
"04.05.2011";"6,6";"-0,5";"13,2";"0,6";"0,0";"0";"";"957,4";"60,0";"5,50";"1020,4";"10,9";"2,5";"2,2";"7,1";"10";"ausgeprägt frühlingshaft";"";"HNA"
"05.05.2011";"9,7";"-0,3";"16,7";"1,0";"0,0";"0";"";"961,5";"51,0";"5,60";"1024,0";"13,6";"0,0";"2,4";"8,4";"10";"frühlingshaft";"";"HNA"
"06.05.2011";"13,3";"1,9";"22,5";"3,5";"0,0";"0";"";"960,9";"46,0";"6,40";"1022,5";"12,6";"0,2";"2,2";"7,0";"10";"sommerlich";"";"HNA"
"07.05.2011";"15,6";"4,3";"24,1";"5,6";"0,0";"0";"";"959,7";"44,0";"6,90";"1020,7";"13,9";"0,3";"2,8";"9,9";"10";"sommerlich";"";"HFA"
"08.05.2011";"15,7";"5,6";"23,8";"7,1";"0,0";"0";"";"960,0";"43,0";"7,20";"1021,0";"14,3";"0,2";"3,8";"12,5";"10";"sommerlich";"";"HFA"
"09.05.2011";"15,5";"5,7";"23,1";"7,7";"0,0";"0";"";"962,8";"38,0";"6,20";"1024,1";"14,1";"0,0";"4,2";"11,8";"10";"sommerlich";"";"HFA"
"10.05.2011";"16,2";"5,4";"24,9";"6,9";"0,0";"0";"";"963,5";"50,0";"8,40";"1024,6";"12,7";"1,0";"1,7";"6,1";"10";"sommerlich";"";"HFA"
"11.05.2011";"18,4";"8,8";"25,4";"10,3";"0,0";"0";"";"960,6";"50,0";"9,90";"1021,0";"9,2";"3,5";"2,3";"7,1";"10";"sommerlich";"";"U"
"12.05.2011";"16,6";"11,6";"23,4";"12,7";"9,1";"4";"";"956,5";"73,0";"13,50";"1017,0";"5,6";"5,4";"2,7";"12,8";"10";"sommerlich";"2588";"WZ"
"13.05.2011";"14,9";"8,8";"20,6";"10,0";"0,0";"4";"";"959,1";"58,0";"9,50";"1020,2";"10,8";"2,6";"2,6";"7,7";"10";"sommerlich";"1934";"WZ"
"14.05.2011";"13,8";"8,0";"22,0";"9,3";"15,1";"4";"";"954,3";"74,0";"11,50";"1015,3";"3,8";"";"2,8";"12,0";"10";"frühlingshaft";"2086";"WZ"
"15.05.2011";"9,3";"6,0";"13,2";"7,1";"2,4";"4";"";"958,9";"81,0";"9,40";"1021,2";"2,1";"6,3";"3,1";"7,7";"10";"andeutungsweise frühlingshaft";"1423";"WZ"
"16.05.2011";"10,7";"6,2";"15,5";"7,1";"0,0";"4";"";"963,3";"70,0";"8,80";"1025,6";"1,8";"7,3";"3,6";"9,9";"10";"ausgeprägt frühlingshaft";"1474";"WA"
"17.05.2011";"14,5";"9,5";"18,7";"10,7";"0,0";"4";"";"961,4";"61,0";"10,10";"1022,7";"1,8";"7,5";"2,7";"7,9";"10";"frühlingshaft";"1929";"WA"
"18.05.2011";"16,9";"7,4";"24,2";"9,1";"0,0";"0";"";"957,5";"60,0";"10,80";"1018,0";"14,0";"0,5";"2,2";"7,1";"10";"sommerlich";"";"WA"
"19.05.2011";"18,9";"9,4";"26,3";"10,7";"14,2";"4";"";"956,0";"57,0";"11,30";"1016,0";"11,3";"2,2";"2,4";"16,0";"10";"sommerlich";"2609";"SWZ"
"20.05.2011";"17,8";"10,3";"24,9";"11,1";"0,0";"4";"";"958,3";"65,0";"12,60";"1018,6";"10,3";"4,4";"2,2";"11,4";"10";"sommerlich";"2616";"SWZ"
"21.05.2011";"19,1";"10,8";"25,1";"12,4";"0,0";"0";"";"959,2";"56,0";"11,80";"1019,4";"12,4";"0,8";"2,1";"6,3";"10";"sommerlich";"";"SWZ"
"22.05.2011";"18,6";"10,9";"26,4";"12,5";"0,3";"4";"";"958,1";"60,0";"12,40";"1018,3";"10,1";"1,6";"2,7";"16,5";"10";"sommerlich";"2633";"SWZ"
"23.05.2011";"18,1";"12,3";"23,7";"13,6";"0,0";"0";"";"963,3";"65,0";"13,00";"1023,9";"8,2";"3,5";"2,1";"5,9";"10";"sommerlich";"";"WA"
"24.05.2011";"20,1";"10,8";"27,5";"12,1";"0,0";"4";"";"961,6";"55,0";"12,00";"1021,7";"11,6";"2,5";"2,9";"16,7";"10";"sommerlich";"2763";"WA"
"25.05.2011";"17,6";"12,8";"23,1";"12,6";"0,0";"0";"";"963,4";"43,0";"8,70";"1024,2";"12,6";"2,3";"2,8";"8,4";"10";"sommerlich";"";"WA"
"26.05.2011";"20,1";"10,7";"28,4";"11,9";"11,2";"4";"";"954,5";"61,0";"13,50";"1014,1";"10,1";"3,4";"2,5";"11,9";"10";"sommerlich";"2957";"WZ"
"27.05.2011";"11,3";"8,3";"15,6";"8,8";"17,0";"4";"";"955,6";"87,0";"11,90";"1017,2";"0,0";"7,5";"2,6";"8,9";"10";"ausgeprägt frühlingshaft";"1871";"WZ"
"28.05.2011";"11,9";"7,7";"17,6";"8,7";"0,0";"4";"";"956,9";"73,0";"9,90";"1018,5";"4,2";"5,4";"2,2";"6,5";"10";"frühlingshaft";"1730";"WZ"
"29.05.2011";"16,8";"8,4";"23,6";"9,9";"0,0";"0";"";"957,4";"56,0";"10,10";"1018,0";"14,4";"0,3";"2,5";"6,9";"10";"sommerlich";"";"BM"
"30.05.2011";"20,0";"9,1";"28,0";"10,4";"0,0";"0";"";"954,5";"56,0";"12,20";"1014,2";"14,9";"1,1";"2,3";"8,1";"10";"sommerlich";"";"BM"
"31.05.2011";"19,6";"11,4";"25,8";"11,6";"33,7";"4";"";"952,4";"65,0";"14,20";"1012,0";"5,5";"6,2";"2,9";"15,9";"10";"sommerlich";"2980";"BM"
"01.06.2011";"11,5";"9,7";"13,3";"9,7";"4,2";"4";"";"960,2";"94,0";"12,70";"1022,0";"0,0";"7,7";"3,9";"12,4";"10";"andeutungsweise frühlingshaft";"2022";"BM"
"02.06.2011";"13,4";"11,0";"17,1";"10,9";"0,0";"4";"";"965,5";"84,0";"12,80";"1027,3";"0,1";"7,8";"3,0";"9,1";"10";"ausgeprägt frühlingshaft";"2192";"BM"
"03.06.2011";"18,0";"11,7";"23,8";"12,8";"0,0";"0";"";"962,7";"72,0";"14,70";"1023,2";"6,3";"5,0";"4,2";"12,1";"10";"sommerlich";"";"BM"
"04.06.2011";"20,6";"13,2";"27,8";"14,6";"0,0";"0";"";"954,5";"66,0";"15,70";"1014,0";"9,5";"2,3";"3,4";"8,7";"10";"sommerlich";"";"BM"
"05.06.2011";"19,8";"12,5";"27,1";"13,9";"4,7";"4";"";"948,7";"68,0";"15,20";"1008,0";"8,0";"4,0";"2,7";"18,8";"10";"sommerlich";"3118";"SZ"
"06.06.2011";"16,9";"13,0";"24,6";"12,7";"13,1";"4";"";"946,2";"79,0";"15,00";"1005,9";"4,4";"5,5";"2,4";"15,3";"10";"sommerlich";"2816";"SZ"
"07.06.2011";"19,4";"10,9";"25,2";"12,1";"0,0";"4";"";"945,4";"62,0";"13,40";"1004,6";"10,4";"2,9";"2,5";"9,7";"10";"sommerlich";"2866";"SZ"
"08.06.2011";"15,5";"11,8";"19,3";"12,5";"1,9";"4";"";"946,6";"80,0";"14,10";"1006,7";"0,3";"6,5";"3,5";"14,3";"10";"ausgeprägt frühlingshaft";"2552";"SZ"
"09.06.2011";"13,7";"12,2";"15,4";"12,3";"0,4";"4";"";"954,3";"77,0";"12,00";"1015,3";"0,0";"7,8";"2,1";"5,5";"10";"ausgeprägt frühlingshaft";"2128";"HNZ"
"10.06.2011";"14,4";"9,5";"18,6";"10,9";"0,0";"4";"";"955,0";"76,0";"12,30";"1015,9";"2,5";"5,5";"1,9";"5,9";"10";"frühlingshaft";"2237";"HNZ"
"11.06.2011";"13,2";"9,3";"16,3";"10,6";"5,5";"4";"";"956,4";"86,0";"13,00";"1017,6";"0,0";"7,0";"2,5";"9,9";"10";"ausgeprägt frühlingshaft";"2208";"HNZ"
"12.06.2011";"15,9";"10,2";"21,7";"10,9";"0,0";"0";"";"957,7";"64,0";"11,10";"1018,5";"8,9";"4,5";"2,1";"6,4";"10";"sommerlich";"";"HNZ"
"13.06.2011";"15,5";"10,8";"19,0";"11,8";"0,2";"4";"";"957,0";"76,0";"13,30";"1017,8";"0,1";"6,4";"2,1";"7,7";"10";"frühlingshaft";"2442";"HNZ"
"14.06.2011";"17,7";"13,1";"23,7";"13,7";"0,3";"4";"";"958,3";"74,0";"14,70";"1018,6";"4,2";"6,7";"1,9";"8,5";"10";"sommerlich";"2830";"HNZ"
"15.06.2011";"20,9";"14,3";"27,0";"15,0";"4,8";"4";"";"957,5";"62,0";"14,80";"1017,1";"11,4";"3,9";"1,8";"7,3";"10";"sommerlich";"3143";"HNZ"
"16.06.2011";"20,5";"14,9";"27,8";"15,2";"7,3";"4";"";"955,0";"72,0";"16,50";"1014,5";"10,6";"4,5";"2,7";"18,9";"10";"sommerlich";"3376";"WZ"
"17.06.2011";"18,4";"13,4";"23,2";"14,0";"7,8";"4";"";"953,9";"74,0";"15,30";"1013,8";"6,6";"5,8";"2,6";"8,5";"10";"sommerlich";"2984";"WZ"
"18.06.2011";"13,7";"9,8";"17,4";"10,3";"12,2";"4";"";"950,7";"87,0";"13,90";"1011,4";"0,3";"7,3";"3,5";"14,2";"10";"ausgeprägt frühlingshaft";"2336";"WZ"
"19.06.2011";"12,8";"9,1";"16,4";"9,6";"3,8";"4";"";"954,3";"74,0";"10,80";"1015,5";"5,4";"6,8";"4,2";"17,6";"10";"ausgeprägt frühlingshaft";"1908";"WZ"
"20.06.2011";"15,5";"10,7";"19,1";"11,6";"0,2";"4";"";"957,0";"67,0";"11,80";"1017,8";"0,8";"7,3";"2,8";"9,9";"10";"frühlingshaft";"2240";"WZ"
"21.06.2011";"21,4";"13,6";"27,5";"15,6";"0,9";"4";"";"956,7";"63,0";"15,50";"1016,1";"8,5";"5,3";"3,3";"12,8";"10";"sommerlich";"3280";"WZ"
"22.06.2011";"21,0";"14,7";"29,5";"15,7";"7,5";"4";"";"955,4";"71,0";"16,80";"1014,8";"8,1";"5,2";"2,5";"21,6";"10";"sommerlich";"3455";"WZ"
"23.06.2011";"15,4";"11,5";"19,0";"12,3";"12,2";"4";"";"957,9";"84,0";"14,60";"1018,7";"1,3";"6,8";"2,3";"7,6";"10";"frühlingshaft";"2601";"WZ"
"24.06.2011";"14,6";"10,4";"18,9";"11,7";"1,0";"4";"";"961,2";"68,0";"11,00";"1022,5";"6,1";"6,2";"3,0";"11,8";"10";"frühlingshaft";"2094";"WZ"
"25.06.2011";"15,2";"10,9";"18,7";"11,9";"1,9";"4";"";"964,3";"60,0";"10,30";"1025,7";"0,9";"7,5";"2,6";"10,8";"10";"frühlingshaft";"2021";"WZ"
"26.06.2011";"19,0";"13,8";"25,8";"14,8";"0,0";"0";"";"963,4";"72,0";"15,60";"1023,7";"6,8";"4,9";"2,2";"9,8";"10";"sommerlich";"";"HM"
"27.06.2011";"21,0";"12,5";"28,0";"13,6";"0,0";"0";"";"960,3";"67,0";"15,80";"1020,0";"15,4";"0,1";"2,5";"7,8";"10";"sommerlich";"";"HM"
"28.06.2011";"22,0";"12,6";"29,1";"13,8";"0,0";"0";"";"957,2";"61,0";"15,00";"1016,5";"15,5";"0,0";"2,3";"7,3";"10";"sommerlich";"";"HM"
"29.06.2011";"22,5";"13,4";"30,2";"14,4";"91,5";"4";"";"954,8";"59,0";"15,20";"1013,9";"11,8";"2,4";"2,4";"10,5";"10";"sommerlich";"3379";"HFZ"
"30.06.2011";"15,7";"10,1";"19,5";"11,4";"3,9";"4";"";"958,5";"77,0";"13,60";"1019,3";"2,2";"6,6";"4,0";"11,7";"10";"frühlingshaft";"2501";"HFZ"
"01.07.2011";"13,0";"8,8";"18,9";"9,2";"6,9";"4";"";"959,3";"77,0";"11,40";"1020,8";"3,4";"6,8";"2,1";"14,0";"10";"herbstlich";"1993";"HFZ"
"02.07.2011";"13,4";"8,6";"18,2";"9,7";"0,0";"4";"";"955,0";"65,0";"9,80";"1016,2";"6,8";"6,0";"2,9";"9,9";"10";"herbstlich";"1836";"HFZ"
"03.07.2011";"14,0";"10,0";"17,5";"11,0";"0,9";"4";"";"953,1";"65,0";"10,40";"1014,0";"0,1";"7,8";"3,5";"12,2";"10";"andeutungsweise herbstlich";"1939";"HFZ"
"04.07.2011";"18,1";"9,2";"25,0";"10,2";"0,0";"0";"";"953,8";"69,0";"14,10";"1013,8";"14,0";"1,5";"2,1";"6,7";"10";"sommerlich";"";"HFZ"
"05.07.2011";"20,2";"12,7";"26,3";"13,6";"0,0";"0";"";"953,3";"70,0";"15,90";"1012,7";"10,9";"2,0";"1,9";"7,6";"10";"sommerlich";"";"HFZ"
"06.07.2011";"22,9";"15,0";"29,3";"16,4";"0,0";"0";"";"950,8";"51,0";"13,40";"1009,6";"11,8";"3,7";"2,6";"8,8";"10";"sommerlich";"";"TB"
"07.07.2011";"21,7";"15,1";"28,8";"15,3";"14,0";"4";"";"950,4";"64,0";"16,10";"1009,4";"10,3";"3,9";"2,9";"15,7";"10";"sommerlich";"3391";"TB"
"08.07.2011";"18,4";"12,9";"24,2";"13,1";"3,2";"4";"";"954,0";"74,0";"15,20";"1013,9";"8,8";"5,0";"3,0";"17,0";"10";"sommerlich";"2983";"TB"
"09.07.2011";"21,2";"15,3";"28,6";"16,1";"22,4";"4";"";"956,9";"73,0";"17,50";"1016,3";"7,9";"6,0";"2,3";"11,0";"10";"sommerlich";"3561";"TB"
"10.07.2011";"19,9";"15,9";"26,9";"16,5";"8,8";"4";"";"957,7";"82,0";"19,00";"1017,4";"7,5";"4,4";"2,7";"15,9";"10";"sommerlich";"3536";"TRW"
"11.07.2011";"20,0";"15,2";"25,0";"16,2";"0,0";"0";"";"958,4";"68,0";"15,40";"1018,2";"9,3";"3,3";"2,5";"6,9";"10";"sommerlich";"";"TRW"
"12.07.2011";"22,3";"13,4";"29,2";"14,7";"0,6";"4";"";"953,6";"66,0";"17,30";"1012,6";"13,3";"1,7";"3,1";"9,7";"10";"sommerlich";"3583";"TRW"
"13.07.2011";"20,0";"14,6";"26,2";"15,4";"24,4";"4";"";"950,2";"82,0";"19,10";"1009,4";"1,7";"5,7";"3,2";"14,5";"10";"sommerlich";"3579";"TRW"
"14.07.2011";"14,8";"12,4";"17,3";"13,3";"0,7";"4";"";"956,7";"79,0";"13,30";"1017,6";"0,0";"7,6";"3,2";"9,9";"10";"andeutungsweise herbstlich";"2374";"TRW"
"15.07.2011";"16,0";"11,0";"20,7";"12,2";"0,0";"0";"";"959,2";"62,0";"11,00";"1020,0";"5,2";"5,6";"2,6";"8,3";"10";"herbstlich";"";"TRW"
"16.07.2011";"18,6";"9,0";"25,9";"10,4";"0,0";"0";"";"952,5";"58,0";"11,60";"1012,3";"14,4";"0,2";"2,1";"6,8";"10";"sommerlich";"";"TRW"
"17.07.2011";"18,0";"11,4";"27,1";"12,0";"6,4";"4";"";"945,9";"71,0";"14,10";"1005,4";"4,4";"6,5";"3,3";"14,6";"10";"sommerlich";"2837";"TRW"
"18.07.2011";"14,6";"10,9";"17,7";"11,8";"0,9";"4";"";"948,1";"73,0";"12,00";"1008,5";"1,2";"6,4";"3,4";"9,0";"10";"andeutungsweise herbstlich";"2222";"SZ"
"19.07.2011";"18,0";"10,5";"25,4";"11,9";"45,5";"4";"";"943,9";"66,0";"13,20";"1003,3";"10,1";"4,8";"3,6";"20,0";"10";"sommerlich";"2707";"SZ"
"20.07.2011";"12,4";"10,4";"13,3";"11,0";"17,5";"4";"";"947,0";"93,0";"13,40";"1007,8";"0,0";"7,6";"5,9";"14,9";"10";"andeutungsweise herbstlich";"2202";"SZ"
"21.07.2011";"16,5";"12,0";"22,6";"12,9";"0,1";"4";"";"948,8";"70,0";"12,80";"1008,8";"5,9";"6,4";"3,9";"12,0";"10";"sommerlich";"2510";"TRM"
"22.07.2011";"15,4";"12,1";"19,2";"13,4";"3,4";"4";"";"949,4";"82,0";"14,40";"1009,7";"1,4";"7,3";"3,7";"11,6";"10";"herbstlich";"2572";"TRM"
"23.07.2011";"13,5";"11,7";"15,6";"11,6";"1,9";"4";"";"950,2";"86,0";"13,20";"1010,9";"0,4";"7,5";"2,1";"8,9";"10";"andeutungsweise herbstlich";"2277";"TRM"
"24.07.2011";"12,4";"8,8";"16,9";"10,5";"0,1";"4";"";"951,0";"78,0";"11,10";"1012,1";"1,4";"6,5";"3,2";"10,1";"10";"andeutungsweise herbstlich";"1917";"TRM"
"25.07.2011";"14,0";"8,5";"18,9";"9,7";"0,0";"0";"";"950,9";"67,0";"10,50";"1011,7";"2,0";"6,8";"2,0";"5,8";"10";"herbstlich";"";"TRM"
"26.07.2011";"16,9";"8,5";"23,0";"10,1";"0,0";"0";"";"952,2";"59,0";"10,70";"1012,4";"10,7";"3,6";"2,0";"6,9";"10";"sommerlich";"";"TRM"
"27.07.2011";"18,6";"10,2";"25,2";"11,5";"0,0";"0";"";"955,5";"59,0";"11,90";"1015,5";"11,5";"3,8";"2,0";"7,5";"10";"sommerlich";"";"TRM"
"28.07.2011";"16,7";"13,3";"23,6";"14,0";"7,7";"4";"";"956,7";"79,0";"14,90";"1017,1";"2,8";"5,9";"2,8";"8,2";"10";"sommerlich";"2753";"TRM"
"29.07.2011";"16,9";"13,7";"22,7";"14,0";"0,8";"4";"";"956,8";"79,0";"15,10";"1017,2";"4,4";"6,6";"2,7";"9,6";"10";"sommerlich";"2794";"TRM"
"30.07.2011";"15,4";"13,4";"17,9";"13,5";"0,0";"4";"";"955,2";"75,0";"13,10";"1015,9";"0,3";"7,5";"3,2";"8,8";"10";"andeutungsweise herbstlich";"2404";"TRM"
"31.07.2011";"15,6";"11,2";"20,5";"12,1";"0,0";"0";"";"955,2";"73,0";"12,80";"1015,8";"7,1";"6,2";"2,8";"7,8";"10";"herbstlich";"";"TRM"
"01.08.2011";"15,8";"11,2";"22,0";"11,9";"0,0";"0";"";"955,8";"78,0";"13,80";"1016,4";"5,7";"4,7";"1,9";"6,6";"10";"sommerlich";"";"HFA"
"02.08.2011";"19,3";"9,9";"27,2";"11,2";"0,0";"0";"";"956,8";"66,0";"14,10";"1016,7";"14,0";"0,0";"2,3";"7,8";"10";"sommerlich";"";"HFA"
"03.08.2011";"18,6";"11,9";"27,0";"12,8";"8,5";"4";"";"956,9";"78,0";"16,30";"1016,9";"6,3";"4,1";"2,1";"12,7";"10";"sommerlich";"3129";"HFA"
"04.08.2011";"19,7";"15,0";"25,3";"16,2";"0,9";"4";"";"956,3";"78,0";"17,60";"1016,0";"6,1";"4,7";"2,7";"8,5";"10";"sommerlich";"3375";"SWZ"
"05.08.2011";"19,9";"14,6";"26,7";"16,1";"8,5";"4";"";"954,6";"78,0";"17,70";"1014,2";"4,1";"5,7";"2,0";"14,5";"10";"sommerlich";"3424";"SWZ"
"06.08.2011";"21,9";"15,4";"28,6";"16,1";"0,9";"4";"";"949,5";"71,0";"17,70";"1008,3";"10,9";"3,9";"1,8";"11,1";"10";"sommerlich";"3674";"SWZ"
"07.08.2011";"17,4";"15,0";"19,3";"15,6";"11,0";"4";"";"949,0";"88,0";"17,50";"1008,7";"0,0";"";"2,3";"9,9";"10";"herbstlich";"3146";"SWZ"
"08.08.2011";"17,0";"11,8";"21,3";"13,3";"0,4";"4";"";"951,1";"67,0";"12,80";"1011,2";"3,1";"6,0";"4,4";"16,5";"10";"herbstlich";"2527";"TRM"
"09.08.2011";"14,3";"10,3";"18,5";"10,8";"9,0";"4";"";"958,8";"73,0";"11,90";"1020,0";"3,6";"6,0";"4,2";"20,6";"10";"herbstlich";"2149";"TRM"
"10.08.2011";"13,5";"8,9";"18,6";"10,3";"0,0";"0";"";"963,4";"70,0";"10,50";"1025,1";"9,2";"3,6";"3,1";"9,8";"10";"herbstlich";"";"TRM"
"11.08.2011";"17,3";"8,0";"24,8";"9,7";"0,0";"0";"";"957,7";"60,0";"11,20";"1018,2";"11,9";"";"2,0";"5,6";"10";"sommerlich";"";"TRM"
"12.08.2011";"20,7";"12,7";"25,6";"14,8";"0,8";"4";"";"953,4";"53,0";"12,30";"1012,8";"11,3";"4,5";"3,3";"11,4";"10";"sommerlich";"2828";"TRM"
"13.08.2011";"19,5";"15,2";"24,6";"15,4";"1,9";"4";"";"952,2";"73,0";"16,20";"1011,7";"7,6";"";"2,7";"9,2";"10";"sommerlich";"3194";"TRM"
"14.08.2011";"22,0";"13,4";"29,7";"15,1";"11,4";"4";"";"950,2";"64,0";"16,10";"1009,1";"10,3";"2,9";"2,5";"9,9";"10";"sommerlich";"3456";"TRM"
"15.08.2011";"18,7";"16,4";"23,4";"16,9";"13,8";"4";"";"954,8";"89,0";"19,10";"1014,6";"1,1";"7,1";"2,5";"7,2";"10";"herbstlich";"3460";"TRM"
"16.08.2011";"19,6";"13,7";"25,8";"14,5";"0,0";"0";"";"958,0";"77,0";"17,10";"1017,8";"8,0";"4,6";"1,5";"5,3";"10";"sommerlich";"";"WA"
"17.08.2011";"20,9";"13,7";"27,5";"14,7";"0,0";"0";"";"956,5";"73,0";"17,40";"1016,0";"12,5";"0,5";"1,7";"5,1";"10";"sommerlich";"";"WA"
"18.08.2011";"23,9";"15,0";"31,9";"16,3";"0,2";"4";"";"955,3";"62,0";"17,10";"1014,1";"12,5";"2,2";"1,7";"9,1";"10";"sommerlich";"3792";"WA"
"19.08.2011";"23,0";"17,6";"29,4";"18,4";"2,9";"4";"";"957,8";"68,0";"18,80";"1016,9";"7,7";"3,7";"3,8";"13,7";"10";"sommerlich";"3802";"TRW"
"20.08.2011";"22,7";"16,9";"28,5";"17,9";"0,0";"0";"";"961,0";"70,0";"19,10";"1020,3";"9,8";"2,9";"2,2";"5,6";"10";"sommerlich";"";"TRW"
"21.08.2011";"25,8";"17,0";"33,6";"18,2";"0,0";"0";"";"958,9";"60,0";"18,60";"1017,5";"10,5";"1,8";"1,8";"5,6";"10";"sommerlich";"";"TRW"
"22.08.2011";"26,5";"19,2";"33,6";"20,6";"0,0";"4";"";"957,6";"57,0";"19,20";"1016,0";"12,5";"1,8";"2,1";"6,1";"10";"sommerlich";"4177";"TRW"
"23.08.2011";"26,7";"17,6";"34,6";"18,9";"0,0";"0";"";"955,4";"55,0";"17,40";"1013,6";"12,6";"0,0";"2,3";"8,8";"10";"sommerlich";"";"TRW"
"24.08.2011";"25,9";"19,0";"32,4";"19,4";"3,9";"4";"";"955,4";"57,0";"18,50";"1013,8";"9,3";"3,6";"2,3";"11,6";"10";"sommerlich";"4044";"SZ"
"25.08.2011";"23,9";"17,4";"30,2";"18,4";"0,0";"0";"";"954,5";"71,0";"20,70";"1013,2";"12,3";"1,5";"2,9";"8,3";"10";"sommerlich";"";"SZ"
"26.08.2011";"27,1";"17,0";"35,8";"18,3";"1,1";"4";"";"948,4";"49,0";"15,20";"1006,1";"11,8";"1,0";"2,9";"14,9";"10";"sommerlich";"3972";"SZ"
"27.08.2011";"13,2";"9,7";"18,8";"10,4";"3,0";"4";"";"956,8";"81,0";"12,30";"1018,1";"2,1";"5,0";"4,3";"13,7";"10";"andeutungsweise herbstlich";"2110";"U"
"28.08.2011";"15,9";"8,7";"21,9";"10,2";"0,0";"0";"";"959,3";"62,0";"10,70";"1020,2";"13,2";"0,3";"2,4";"6,4";"10";"sommerlich";"";"WA"
"29.08.2011";"16,8";"10,4";"22,4";"11,8";"0,0";"0";"";"955,9";"63,0";"11,80";"1016,3";"10,3";"2,3";"2,9";"8,9";"10";"sommerlich";"";"WA"
"30.08.2011";"16,1";"10,7";"20,5";"11,8";"0,0";"0";"";"954,9";"62,0";"11,30";"1015,4";"5,0";"5,4";"1,7";"5,1";"10";"herbstlich";"";"WA"
"31.08.2011";"17,3";"9,0";"24,8";"9,8";"0,0";"0";"";"952,8";"67,0";"12,60";"1012,9";"9,7";"2,1";"1,9";"6,5";"10";"sommerlich";"";"HNA"
"01.09.2011";"16,4";"12,7";"20,2";"14,1";"2,4";"4";"";"954,2";"85,0";"15,90";"1014,5";"1,9";"4,2";"1,7";"5,2";"10";"herbstlich";"2840";"HNA"
"02.09.2011";"18,2";"12,3";"23,4";"13,0";"2,6";"4";"";"954,9";"80,0";"16,50";"1014,9";"2,8";"5,1";"1,8";"8,6";"10";"sommerlich";"3101";"HNA"
"03.09.2011";"20,7";"12,3";"28,4";"13,1";"0,0";"4";"";"953,6";"72,0";"16,70";"1012,9";"12,3";"0,5";"2,0";"7,7";"10";"sommerlich";"3424";"SZ"
"04.09.2011";"21,5";"17,1";"27,4";"17,7";"24,9";"4";"";"951,4";"76,0";"19,20";"1010,4";"4,5";"6,5";"2,5";"10,3";"10";"sommerlich";"3743";"SZ"
"05.09.2011";"15,9";"11,1";"17,8";"12,3";"11,4";"4";"";"957,1";"88,0";"15,90";"1017,7";"0,0";"7,3";"3,3";"14,7";"10";"andeutungsweise herbstlich";"2798";"SZ"
"06.09.2011";"16,8";"9,2";"23,1";"10,6";"0,0";"0";"";"961,4";"63,0";"11,40";"1022,2";"11,5";"0,9";"1,9";"6,7";"10";"sommerlich";"";"SZ"
"07.09.2011";"16,8";"12,4";"20,8";"12,8";"2,3";"4";"";"955,2";"65,0";"12,20";"1015,6";"3,9";"6,5";"5,0";"17,7";"10";"herbstlich";"2433";"SZ"
"08.09.2011";"14,8";"12,1";"17,8";"12,5";"1,8";"4";"";"953,6";"79,0";"13,20";"1014,3";"0,0";"7,1";"3,8";"10,1";"10";"andeutungsweise herbstlich";"2379";"SZ"
"09.09.2011";"18,8";"13,2";"24,3";"14,5";"0,0";"4";"";"954,6";"74,0";"16,00";"1014,4";"3,9";"6,9";"3,1";"12,0";"10";"sommerlich";"3067";"SZ"
"10.09.2011";"21,4";"12,9";"28,3";"14,2";"0,0";"0";"";"954,1";"72,0";"17,60";"1013,3";"12,5";"0,1";"2,3";"5,4";"10";"sommerlich";"";"SWZ"
"11.09.2011";"22,7";"14,9";"30,2";"16,7";"6,1";"4";"";"953,1";"64,0";"16,90";"1012,0";"11,3";"1,5";"2,4";"19,4";"10";"sommerlich";"3603";"SWZ"
